, 4092, 10
0, 45182, 4
0, 45218, 18
0, 45186, 32
0, 45236, 42
0, 45324, 18
0, 45278, 4
0, 45342, 4
0, 45282, 34
0, 45346, 2
0, 45316, 8
0, 45398, 18
0, 45348, 14
0, 45416, 2
0, 45362, 12
0, 45418, 2
0, 45374, 24
0, 45420, 42
0, 45488, 18
0, 45462, 26
0, 45506, 24
0, 45548, 18
0, 45530, 4
0, 45566, 2
0, 45534, 2
0, 45568, 2
0, 45536, 12
0, 45598, 18
0, 45570, 4
0, 45616, 2
0, 45574, 12
0, 45618, 2
0, 45586, 12
0, 45620, 20
0, 45726, 18
0, 45640, 54
0, 45744, 2
0, 45694, 22
0, 45746, 2
0, 45716, 10
0, 45748, 2
0, 45788, 18
0, 45750, 16
0, 45806, 2
0, 45766, 10
0, 45808, 2
0, 45776, 12
0, 45810, 4
0, 45822, 18
0, 45814, 6
0, 45840, 2
0, 45820, 2
0, 45842, 2
0, 45850, 18
0, 45844, 6
0, 45868, 6
0, 45902, 18
0, 45874, 10
0, 45920, 2
0, 45884, 12
0, 45922, 2
0, 45896, 6
0, 45924, 2
0, 45944, 18
0, 45926, 6
0, 45962, 2
0, 45932, 10
0, 45964, 2
0, 45942, 2
0, 45966, 2
0, 46040, 18
0, 45968, 18
0, 46058, 2
0, 45986, 36
0, 46060, 2
0, 46022, 18
0, 46062, 2
0, 46100, 18
0, 46064, 12
0, 46118, 2
0, 46076, 12
0, 46120, 2
0, 46088, 12
0, 46122, 2
0, 46170, 18
0, 46124, 8
0, 46188, 2
0, 46132, 14
0, 46190, 2
0, 46146, 16
0, 46192, 2
0, 46162, 8
0, 46194, 2
0, 46218, 20
0, 46196, 10
0, 46238, 2
0, 46206, 12
0, 46240, 4
0, 46272, 20
0, 46244, 10
0, 46292, 2
0, 46254, 10
0, 46294, 2
0, 46264, 8
0, 46296, 2
0, 46320, 20
0, 46298, 14
0, 46340, 2
0, 46312, 8
0, 46342, 4
0, 46374, 18
0, 46346, 6
0, 46392, 2
0, 46352, 10
0, 46394, 2
0, 46362, 2
0, 46396, 2
0, 46364, 10
0, 46398, 22
0, 46448, 18
0, 46420, 4
0, 46466, 2
0, 46424, 4
0, 46468, 2
0, 46428, 20
0, 46476, 18
0, 46470, 6
0, 46494, 6
0, 46532, 18
0, 46500, 4
0, 46550, 2
0, 46504, 12
0, 46552, 2
0, 46516, 16
0, 46554, 2
0, 46566, 18
0, 46556, 8
0, 46584, 2
0, 46564, 2
0, 46586, 2
0, 46594, 18
0, 46588, 4
0, 46612, 2
0, 46592, 2
0, 46614, 6
0, 46650, 18
0, 46620, 4
0, 46668, 2
0, 46624, 12
0, 46670, 2
0, 46636, 14
0, 46672, 2
0, 46740, 18
0, 46674, 6
0, 46758, 2
0, 46680, 60
0, 46816, 18
0, 46760, 46
0, 46834, 2
0, 46806, 10
0, 46894, 18
0, 46836, 12
0, 46912, 2
0, 46848, 22
0, 46914, 2
0, 46870, 22
0, 46916, 2
0, 46892, 2
0, 46970, 18
0, 46918, 12
0, 46988, 2
0, 46930, 20
0, 46990, 2
0, 46950, 20
0, 46992, 2
0, 47084, 18
0, 46994, 14
0, 47102, 2
0, 47008, 68
0, 47104, 2
0, 47076, 8
0, 47106, 2
0, 47136, 20
0, 47108, 14
0, 47156, 2
0, 47122, 14
0, 47158, 2
0, 47170, 18
0, 47160, 4
0, 47188, 2
0, 47164, 6
0, 47190, 6
0, 47212, 18
0, 47196, 2
0, 47230, 2
0, 47198, 14
0, 47232, 2
0, 47236, 18
0, 47234, 2
0, 47254, 16
0, 47342, 18
0, 47270, 8
0, 47360, 2
0, 47278, 40
0, 47362, 2
0, 47318, 18
0, 47364, 2
0, 47336, 6
0, 47370, 18
0, 47366, 4
0, 47388, 30
0, 47432, 32
0, 47418, 14
0, 47464, 42
0, 47540, 18
0, 47506, 4
0, 47558, 2
0, 47510, 12
0, 47560, 2
0, 47522, 10
0, 47562, 2
0, 47532, 8
0, 47612, 18
0, 47564, 12
0, 47630, 2
0, 47576, 18
0, 47632, 2
0, 47594, 18
0, 47634, 2
0, 47682, 18
0, 47636, 10
0, 47700, 2
0, 47646, 6
0, 47702, 2
0, 47652, 18
0, 47704, 2
0, 47670, 12
0, 47730, 18
0, 47706, 12
0, 47748, 2
0, 47718, 12
0, 47750, 2
0, 47780, 18
0, 47752, 14
0, 47798, 2
0, 47766, 10
0, 47800, 2
0, 47776, 4
0, 47802, 2
0, 47828, 18
0, 47804, 12
0, 47846, 2
0, 47816, 10
0, 47848, 2
0, 47826, 2
0, 47880, 18
0, 47850, 14
0, 47898, 2
0, 47864, 10
0, 47900, 2
0, 47874, 6
0, 47902, 2
0, 47924, 18
0, 47904, 2
0, 47942, 2
0, 47906, 10
0, 47944, 2
0, 47916, 8
0, 47946, 2
0, 47978, 18
0, 47948, 10
0, 47996, 2
0, 47958, 12
0, 47998, 2
0, 47970, 8
0, 48000, 2
0, 48024, 18
0, 48002, 2
0, 48042, 2
0, 48004, 10
0, 48044, 2
0, 48014, 10
0, 48046, 4
0, 48088, 18
0, 48050, 4
0, 48106, 2
0, 48054, 8
0, 48108, 2
0, 48062, 8
0, 48110, 2
0, 48070, 18
0, 48112, 76
0, 48208, 20
0, 48188, 2
0, 48228, 2
0, 48190, 2
0, 48230, 2
0, 48192, 2
0, 48232, 2
0, 48194, 14
0, 48234, 16
0, 48262, 18
0, 48250, 8
0, 48280, 2
0, 48258, 2
0, 48282, 2
0, 48260, 2
0, 48284, 2
0, 48298, 18
0, 48286, 2
0, 48316, 2
0, 48288, 10
0, 48318, 2
0, 48346, 18
0, 48320, 6
0, 48364, 2
0, 48326, 20
0, 48366, 52
0, 48466, 18
0, 48418, 8
0, 48484, 4
0, 48426, 30
0, 48488, 2
0, 48456, 10
0, 48490, 2
0, 48504, 18
0, 48492, 12
0, 48522, 22
0, 48594, 18
0, 48544, 4
0, 48612, 2
0, 48548, 2
0, 48614, 2
0, 48550, 44
0, 48616, 2
0, 48652, 18
0, 48618, 10
0, 48670, 2
0, 48628, 14
0, 48672, 2
0, 48642, 10
0, 48674, 4
0, 48714, 18
0, 48678, 8
0, 48732, 2
0, 48686, 14
0, 48734, 2
0, 48700, 14
0, 48736, 4
0, 48768, 18
0, 48740, 2
0, 48786, 2
0, 48742, 16
0, 48788, 2
0, 48758, 10
0, 48790, 2
0, 48826, 18
0, 48792, 2
0, 48844, 2
0, 48794, 16
0, 48846, 2
0, 48810, 10
0, 48848, 2
0, 48820, 6
0, 48850, 2
0, 48882, 20
0, 48852, 16
0, 48902, 2
0, 48868, 8
0, 48904, 2
0, 48876, 6
0, 48906, 2
0, 48954, 18
0, 48908, 8
0, 48972, 2
0, 48916, 10
0, 48974, 2
0, 48926, 8
0, 48976, 2
0, 48934, 20
0, 48978, 22
0, 49026, 18
0, 49000, 4
0, 49044, 4
0, 49004, 2
0, 49048, 2
0, 49006, 2
0, 49050, 2
0, 49008, 18
0, 49052, 16
0, 49090, 18
0, 49068, 6
0, 49108, 2
0, 49074, 2
0, 49110, 2
0, 49076, 14
0, 49112, 2
0, 49176, 18
0, 49114, 12
0, 49194, 2
0, 49126, 50
0, 49196, 4
0, 49226, 18
0, 49200, 2
0, 49244, 2
0, 49202, 10
0, 49246, 2
0, 49212, 14
0, 49266, 18
0, 49248, 6
0, 49284, 2
0, 49254, 2
0, 49286, 2
0, 49256, 2
0, 49288, 2
0, 49258, 8
0, 49292, 18
0, 49290, 2
0, 49310, 4
0, 49362, 18
0, 49314, 14
0, 49380, 2
0, 49328, 4
0, 49382, 2
0, 49332, 6
0, 49384, 2
0, 49338, 24
0, 49412, 18
0, 49386, 6
0, 49430, 2
0, 49392, 16
0, 49432, 2
0, 49408, 4
0, 49460, 18
0, 49434, 6
0, 49478, 2
0, 49440, 14
0, 49480, 2
0, 49454, 6
0, 49482, 2
0, 49538, 18
0, 49484, 2
0, 49556, 2
0, 49486, 22
0, 49558, 2
0, 49508, 24
0, 49560, 2
0, 49532, 6
0, 49606, 18
0, 49562, 16
0, 49624, 2
0, 49578, 14
0, 49626, 2
0, 49592, 14
0, 49628, 2
0, 49648, 18
0, 49630, 18
0, 49666, 56
0, 49784, 18
0, 49722, 8
0, 49802, 2
0, 49730, 36
0, 49804, 2
0, 49766, 14
0, 49806, 2
0, 49780, 4
0, 49808, 2
0, 49840, 18
0, 49810, 8
0, 49858, 2
0, 49818, 12
0, 49860, 2
0, 49830, 10
0, 49862, 2
0, 49900, 18
0, 49864, 16
0, 49918, 2
0, 49880, 10
0, 49920, 2
0, 49890, 10
0, 49922, 2
0, 49954, 18
0, 49924, 10
0, 49972, 2
0, 49934, 12
0, 49974, 2
0, 49946, 8
0, 49976, 2
0, 50012, 18
0, 49978, 14
0, 50030, 2
0, 49992, 12
0, 50032, 2
0, 50004, 8
0, 50034, 2
0, 50070, 18
0, 50036, 16
0, 50088, 2
0, 50052, 8
0, 50090, 2
0, 50060, 10
0, 50092, 2
0, 50144, 18
0, 50094, 14
0, 50162, 2
0, 50108, 10
0, 50164, 2
0, 50118, 10
0, 50166, 2
0, 50128, 16
0, 50174, 18
0, 50168, 2
0, 50192, 2
0, 50170, 2
0, 50194, 2
0, 50172, 2
0, 50196, 6
0, 50236, 18
0, 50202, 14
0, 50254, 2
0, 50216, 18
0, 50256, 2
0, 50234, 2
0, 50278, 18
0, 50258, 6
0, 50296, 2
0, 50264, 8
0, 50298, 2
0, 50272, 6
0, 50300, 2
0, 50342, 20
0, 50302, 14
0, 50362, 2
0, 50316, 14
0, 50364, 2
0, 50330, 12
0, 50366, 18
0, 50444, 18
0, 50384, 2
0, 50462, 2
0, 50386, 28
0, 50464, 2
0, 50414, 22
0, 50466, 2
0, 50436, 8
0, 50468, 2
0, 50510, 18
0, 50470, 2
0, 50528, 2
0, 50472, 14
0, 50530, 2
0, 50486, 18
0, 50532, 2
0, 50504, 6
0, 50534, 2
0, 50578, 18
0, 50536, 18
0, 50596, 2
0, 50554, 14
0, 50598, 2
0, 50568, 10
0, 50600, 2
0, 50630, 18
0, 50602, 8
0, 50648, 2
0, 50610, 10
0, 50650, 2
0, 50620, 10
0, 50652, 2
0, 50676, 18
0, 50654, 2
0, 50694, 2
0, 50656, 12
0, 50696, 2
0, 50668, 8
0, 50698, 2
0, 50732, 18
0, 50700, 2
0, 50750, 2
0, 50702, 30
0, 50752, 22
0, 50828, 18
0, 50774, 26
0, 50846, 2
0, 50800, 16
0, 50848, 2
0, 50816, 12
0, 50850, 4
0, 50864, 18
0, 50854, 6
0, 50882, 2
0, 50860, 4
0, 50884, 22
0, 50954, 18
0, 50906, 2
0, 50972, 2
0, 50908, 32
0, 50974, 2
0, 50940, 14
0, 50976, 2
0, 51020, 18
0, 50978, 12
0, 51038, 2
0, 50990, 4
0, 51040, 2
0, 50994, 26
0, 51042, 2
0, 51078, 18
0, 51044, 14
0, 51096, 2
0, 51058, 18
0, 51098, 2
0, 51076, 2
0, 51100, 2
0, 51128, 18
0, 51102, 4
0, 51146, 2
0, 51106, 4
0, 51148, 2
0, 51110, 18
0, 51160, 18
0, 51150, 10
0, 51178, 28
0, 51246, 18
0, 51206, 2
0, 51264, 2
0, 51208, 4
0, 51266, 2
0, 51212, 32
0, 51268, 2
0, 51244, 2
0, 51270, 44
0, 51316, 18
0, 51314, 2
0, 51334, 26
0, 51364, 18
0, 51360, 4
0, 51382, 112
0, 51542, 18
0, 51494, 34
0, 51560, 2
0, 51528, 14
0, 51562, 2
0, 51566, 18
0, 51564, 2
0, 51584, 66
0, 51692, 18
0, 51650, 6
0, 51710, 2
0, 51656, 2
0, 51712, 2
0, 51658, 32
0, 51714, 2
0, 51690, 2
0, 51736, 18
0, 51716, 4
0, 51754, 2
0, 51720, 16
0, 51756, 110
0, 51888, 18
0, 51866, 14
0, 51906, 2
0, 51880, 8
0, 51908, 2
0, 51924, 18
0, 51910, 6
0, 51942, 2
0, 51916, 4
0, 51944, 2
0, 51920, 2
0, 51946, 2
0, 51922, 2
0, 52012, 18
0, 51948, 20
0, 52030, 2
0, 51968, 22
0, 52032, 2
0, 51990, 22
0, 52034, 2
0, 52092, 18
0, 52036, 8
0, 52110, 2
0, 52044, 18
0, 52112, 2
0, 52062, 24
0, 52114, 2
0, 52086, 6
0, 52182, 18
0, 52116, 8
0, 52200, 2
0, 52124, 24
0, 52202, 2
0, 52148, 26
0, 52204, 2
0, 52174, 8
0, 52252, 18
0, 52206, 10
0, 52270, 2
0, 52216, 14
0, 52272, 2
0, 52230, 22
0, 52274, 2
0, 52336, 18
0, 52276, 2
0, 52354, 2
0, 52278, 48
0, 52356, 2
0, 52326, 10
0, 52358, 2
0, 52384, 18
0, 52360, 6
0, 52402, 2
0, 52366, 12
0, 52404, 2
0, 52378, 6
0, 52406, 2
0, 52436, 18
0, 52408, 4
0, 52454, 2
0, 52412, 4
0, 52456, 2
0, 52416, 8
0, 52458, 2
0, 52424, 12
0, 52482, 18
0, 52460, 8
0, 52500, 2
0, 52468, 14
0, 52502, 2
0, 52538, 18
0, 52504, 14
0, 52556, 2
0, 52518, 10
0, 52558, 2
0, 52528, 10
0, 52560, 2
0, 52584, 18
0, 52562, 8
0, 52602, 2
0, 52570, 14
0, 52604, 4
0, 52610, 18
0, 52608, 2
0, 52628, 22
0, 52684, 18
0, 52650, 8
0, 52702, 2
0, 52658, 2
0, 52704, 2
0, 52660, 24
0, 52710, 18
0, 52706, 4
0, 52728, 8
0, 52746, 18
0, 52736, 6
0, 52764, 2
0, 52742, 4
0, 52766, 2
0, 52776, 18
0, 52768, 4
0, 52794, 2
0, 52772, 2
0, 52796, 2
0, 52774, 2
0, 52798, 2
0, 52838, 18
0, 52800, 6
0, 52856, 2
0, 52806, 14
0, 52858, 2
0, 52820, 18
0, 52860, 2
0, 52866, 18
0, 52862, 4
0, 52884, 4
0, 52906, 18
0, 52888, 6
0, 52924, 2
0, 52894, 2
0, 52926, 2
0, 52896, 10
0, 52928, 4
0, 52960, 18
0, 52932, 2
0, 52978, 2
0, 52934, 12
0, 52980, 2
0, 52946, 12
0, 52982, 2
0, 52958, 2
0, 52984, 20
0, 53010, 18
0, 53004, 4
0, 53028, 2
0, 53008, 2
0, 53030, 22
0, 53118, 18
0, 53052, 18
0, 53136, 2
0, 53070, 18
0, 53138, 2
0, 53088, 30
0, 53140, 28
0, 53200, 18
0, 53168, 2
0, 53218, 2
0, 53170, 2
0, 53220, 2
0, 53172, 26
0, 53222, 2
0, 53198, 2
0, 53224, 2
0, 53260, 18
0, 53226, 2
0, 53278, 2
0, 53228, 16
0, 53280, 2
0, 53244, 16
0, 53282, 2
0, 53298, 18
0, 53284, 4
0, 53316, 2
0, 53288, 6
0, 53318, 2
0, 53294, 4
0, 53320, 20
0, 53398, 18
0, 53340, 2
0, 53416, 2
0, 53342, 40
0, 53418, 2
0, 53382, 12
0, 53420, 2
0, 53394, 4
0, 53446, 18
0, 53422, 4
0, 53464, 2
0, 53426, 4
0, 53466, 2
0, 53430, 2
0, 53468, 2
0, 53432, 14
0, 53470, 2
0, 53500, 18
0, 53472, 6
0, 53518, 2
0, 53478, 10
0, 53520, 2
0, 53488, 12
0, 53522, 2
0, 53614, 18
0, 53524, 2
0, 53632, 2
0, 53526, 30
0, 53634, 2
0, 53556, 28
0, 53636, 2
0, 53584, 28
0, 53638, 2
0, 53612, 2
0, 53676, 18
0, 53640, 18
0, 53694, 2
0, 53658, 16
0, 53696, 2
0, 53674, 2
0, 53732, 18
0, 53698, 22
0, 53750, 2
0, 53720, 12
0, 53752, 42
0, 53820, 18
0, 53794, 2
0, 53838, 2
0, 53796, 24
0, 53840, 6
0, 53850, 18
0, 53846, 2
0, 53868, 2
0, 53848, 2
0, 53870, 4
0, 53882, 18
0, 53874, 4
0, 53900, 2
0, 53878, 4
0, 53902, 4
0, 53928, 18
0, 53906, 2
0, 53946, 2
0, 53908, 2
0, 53948, 2
0, 53910, 18
0, 53950, 28
0, 54036, 18
0, 53978, 44
0, 54054, 2
0, 54022, 10
0, 54056, 2
0, 54032, 4
0, 54062, 18
0, 54058, 4
0, 54080, 4
0, 54090, 18
0, 54084, 6
0, 54108, 6
0, 54126, 18
0, 54114, 2
0, 54144, 2
0, 54116, 10
0, 54146, 64
0, 54222, 18
0, 54210, 4
0, 54240, 2
0, 54214, 4
0, 54242, 2
0, 54218, 2
0, 54244, 2
0, 54220, 2
0, 54246, 2
0, 54268, 20
0, 54248, 10
0, 54288, 2
0, 54258, 2
0, 54290, 2
0, 54260, 8
0, 54310, 18
0, 54292, 6
0, 54328, 2
0, 54298, 12
0, 54330, 4
0, 54346, 18
0, 54334, 4
0, 54364, 2
0, 54338, 8
0, 54366, 24
0, 54422, 18
0, 54390, 6
0, 54440, 2
0, 54396, 4
0, 54442, 2
0, 54400, 22
0, 54444, 4
0, 54472, 18
0, 54448, 14
0, 54490, 2
0, 54462, 10
0, 54492, 4
0, 54520, 18
0, 54496, 2
0, 54538, 2
0, 54498, 22
0, 54540, 2
0, 54544, 18
0, 54542, 2
0, 54562, 4
0, 54608, 18
0, 54566, 10
0, 54626, 2
0, 54576, 6
0, 54628, 2
0, 54582, 12
0, 54630, 2
0, 54594, 14
0, 54632, 2
0, 54652, 18
0, 54634, 6
0, 54670, 2
0, 54640, 12
0, 54672, 2
0, 54706, 18
0, 54674, 6
0, 54724, 2
0, 54680, 4
0, 54726, 2
0, 54684, 22
0, 54728, 2
0, 54740, 18
0, 54730, 2
0, 54758, 2
0, 54732, 8
0, 54760, 4
0, 54770, 18
0, 54764, 6
0, 54788, 6
0, 54806, 18
0, 54794, 4
0, 54824, 2
0, 54798, 8
0, 54826, 4
0, 54848, 18
0, 54830, 6
0, 54866, 2
0, 54836, 12
0, 54868, 4
0, 54916, 18
0, 54872, 12
0, 54934, 2
0, 54884, 10
0, 54936, 2
0, 54894, 18
0, 54938, 2
0, 54912, 4
0, 54986, 18
0, 54940, 2
0, 55004, 2
0, 54942, 16
0, 55006, 2
0, 54958, 20
0, 55008, 2
0, 54978, 8
0, 55010, 2
0, 55042, 18
0, 55012, 14
0, 55060, 2
0, 55026, 12
0, 55062, 2
0, 55038, 4
0, 55064, 2
0, 55112, 18
0, 55066, 8
0, 55130, 2
0, 55074, 20
0, 55132, 2
0, 55094, 10
0, 55134, 2
0, 55104, 8
0, 55186, 18
0, 55136, 12
0, 55204, 2
0, 55148, 36
0, 55206, 2
0, 55184, 2
0, 55208, 24
0, 55244, 18
0, 55232, 8
0, 55262, 2
0, 55240, 4
0, 55264, 28
0, 55304, 18
0, 55292, 10
0, 55322, 2
0, 55302, 2
0, 55324, 4
0, 55358, 18
0, 55328, 2
0, 55376, 2
0, 55330, 10
0, 55378, 2
0, 55340, 12
0, 55380, 2
0, 55352, 6
0, 55382, 2
0, 55434, 18
0, 55384, 8
0, 55452, 2
0, 55392, 42
0, 55454, 4
0, 55464, 18
0, 55458, 6
0, 55482, 24
0, 55552, 18
0, 55506, 10
0, 55570, 2
0, 55516, 32
0, 55572, 2
0, 55548, 4
0, 55574, 30
0, 55644, 18
0, 55604, 6
0, 55662, 2
0, 55610, 34
0, 55664, 6
0, 55694, 18
0, 55670, 2
0, 55712, 2
0, 55672, 14
0, 55714, 2
0, 55686, 8
0, 55716, 24
0, 55788, 18
0, 55740, 46
0, 55806, 2
0, 55786, 2
0, 55808, 2
0, 55836, 18
0, 55810, 4
0, 55854, 2
0, 55814, 16
0, 55856, 2
0, 55830, 6
0, 55858, 2
0, 55912, 18
0, 55860, 4
0, 55930, 2
0, 55864, 10
0, 55932, 2
0, 55874, 24
0, 55934, 2
0, 55898, 14
0, 55942, 18
0, 55936, 6
0, 55960, 4
0, 55972, 18
0, 55964, 2
0, 55990, 2
0, 55966, 4
0, 55992, 2
0, 55970, 2
0, 55994, 2
0, 56028, 18
0, 55996, 2
0, 56046, 2
0, 55998, 8
0, 56048, 2
0, 56006, 22
0, 56050, 2
0, 56144, 18
0, 56052, 16
0, 56162, 2
0, 56068, 28
0, 56164, 2
0, 56096, 32
0, 56166, 2
0, 56128, 16
0, 56278, 18
0, 56168, 28
0, 56296, 2
0, 56196, 36
0, 56298, 2
0, 56232, 38
0, 56300, 2
0, 56270, 8
0, 56364, 18
0, 56302, 2
0, 56382, 2
0, 56304, 20
0, 56384, 2
0, 56324, 24
0, 56386, 2
0, 56348, 16
0, 56388, 2
0, 56450, 18
0, 56390, 24
0, 56468, 2
0, 56414, 30
0, 56470, 2
0, 56444, 6
0, 56476, 18
0, 56472, 4
0, 56494, 28
0, 56572, 18
0, 56522, 6
0, 56590, 2
0, 56528, 4
0, 56592, 2
0, 56532, 2
0, 56594, 2
0, 56534, 32
0, 56596, 2
0, 56566, 6
0, 56626, 20
0, 56598, 12
0, 56646, 2
0, 56610, 16
0, 56648, 2
0, 56702, 18
0, 56650, 4
0, 56720, 2
0, 56654, 4
0, 56722, 2
0, 56658, 2
0, 56724, 2
0, 56660, 42
0, 56774, 18
0, 56726, 14
0, 56792, 2
0, 56740, 20
0, 56794, 2
0, 56760, 14
0, 56796, 2
0, 56844, 20
0, 56798, 20
0, 56864, 2
0, 56818, 18
0, 56866, 2
0, 56836, 8
0, 56868, 2
0, 56950, 18
0, 56870, 4
0, 56968, 2
0, 56874, 64
0, 56970, 2
0, 56938, 12
0, 56972, 2
0, 56978, 18
0, 56974, 4
0, 56996, 8
0, 57066, 18
0, 57004, 4
0, 57084, 2
0, 57008, 2
0, 57086, 2
0, 57010, 56
0, 57088, 2
0, 57100, 18
0, 57090, 10
0, 57118, 4
0, 57180, 18
0, 57122, 4
0, 57198, 2
0, 57126, 6
0, 57200, 2
0, 57132, 48
0, 57202, 2
0, 57238, 18
0, 57204, 8
0, 57256, 2
0, 57212, 14
0, 57258, 2
0, 57226, 12
0, 57260, 2
0, 57292, 18
0, 57262, 6
0, 57310, 2
0, 57268, 10
0, 57312, 2
0, 57278, 10
0, 57314, 2
0, 57288, 4
0, 57360, 18
0, 57316, 10
0, 57378, 2
0, 57326, 18
0, 57380, 2
0, 57344, 16
0, 57382, 2
0, 57406, 18
0, 57384, 4
0, 57424, 2
0, 57388, 12
0, 57426, 2
0, 57400, 6
0, 57428, 2
0, 57476, 18
0, 57430, 12
0, 57494, 2
0, 57442, 8
0, 57496, 2
0, 57450, 26
0, 57498, 2
0, 57562, 18
0, 57500, 6
0, 57580, 2
0, 57506, 8
0, 57582, 2
0, 57514, 6
0, 57584, 2
0, 57520, 42
0, 57614, 18
0, 57586, 4
0, 57632, 2
0, 57590, 12
0, 57634, 2
0, 57602, 12
0, 57636, 2
0, 57668, 18
0, 57638, 12
0, 57686, 2
0, 57650, 12
0, 57688, 2
0, 57662, 6
0, 57690, 2
0, 57700, 18
0, 57692, 6
0, 57718, 2
0, 57698, 2
0, 57720, 2
0, 57732, 18
0, 57722, 2
0, 57750, 2
0, 57724, 8
0, 57752, 6
0, 57790, 18
0, 57758, 2
0, 57808, 2
0, 57760, 6
0, 57810, 2
0, 57766, 6
0, 57812, 2
0, 57772, 14
0, 57814, 2
0, 57786, 4
0, 57828, 18
0, 57816, 8
0, 57846, 2
0, 57824, 4
0, 57848, 2
0, 57878, 18
0, 57850, 4
0, 57896, 2
0, 57854, 10
0, 57898, 2
0, 57864, 14
0, 57900, 4
0, 57930, 18
0, 57904, 2
0, 57948, 2
0, 57906, 16
0, 57950, 2
0, 57922, 8
0, 57952, 2
0, 58048, 18
0, 57954, 44
0, 58066, 2
0, 57998, 20
0, 58068, 2
0, 58018, 24
0, 58070, 2
0, 58042, 6
0, 58128, 18
0, 58072, 20
0, 58146, 2
0, 58092, 26
0, 58148, 2
0, 58118, 10
0, 58150, 2
0, 58202, 18
0, 58152, 14
0, 58220, 2
0, 58166, 20
0, 58222, 2
0, 58186, 14
0, 58224, 2
0, 58200, 2
0, 58276, 18
0, 58226, 10
0, 58294, 2
0, 58236, 18
0, 58296, 2
0, 58254, 18
0, 58298, 2
0, 58272, 4
0, 58300, 2
0, 58338, 18
0, 58302, 6
0, 58356, 2
0, 58308, 14
0, 58358, 2
0, 58322, 16
0, 58360, 2
0, 58442, 18
0, 58362, 52
0, 58460, 2
0, 58414, 18
0, 58462, 2
0, 58432, 10
0, 58464, 2
0, 58506, 18
0, 58466, 10
0, 58524, 2
0, 58476, 14
0, 58526, 2
0, 58490, 16
0, 58528, 2
0, 58570, 18
0, 58530, 16
0, 58588, 2
0, 58546, 10
0, 58590, 2
0, 58556, 14
0, 58592, 2
0, 58632, 18
0, 58594, 10
0, 58650, 2
0, 58604, 12
0, 58652, 2
0, 58616, 14
0, 58654, 2
0, 58630, 2
0, 58694, 18
0, 58656, 4
0, 58712, 2
0, 58660, 20
0, 58714, 2
0, 58680, 12
0, 58716, 2
0, 58692, 2
0, 58758, 18
0, 58718, 18
0, 58776, 2
0, 58736, 12
0, 58778, 2
0, 58748, 10
0, 58780, 2
0, 58842, 18
0, 58782, 2
0, 58860, 2
0, 58784, 16
0, 58862, 2
0, 58800, 40
0, 58864, 2
0, 58840, 2
0, 58892, 18
0, 58866, 10
0, 58910, 2
0, 58876, 16
0, 58912, 4
0, 59050, 18
0, 58916, 16
0, 59068, 2
0, 58932, 40
0, 59070, 2
0, 58972, 24
0, 59072, 2
0, 58996, 44
0, 59074, 2
0, 59040, 10
0, 59076, 2
0, 59284, 18
0, 59078, 22
0, 59302, 2
0, 59100, 72
0, 59304, 2
0, 59172, 56
0, 59306, 2
0, 59228, 56
0, 59394, 18
0, 59308, 16
0, 59412, 2
0, 59324, 26
0, 59414, 2
0, 59350, 30
0, 59416, 2
0, 59380, 14
0, 59524, 18
0, 59418, 6
0, 59542, 2
0, 59424, 32
0, 59544, 2
0, 59456, 30
0, 59546, 2
0, 59486, 36
0, 59548, 2
0, 59522, 2
0, 59660, 18
0, 59550, 16
0, 59678, 2
0, 59566, 34
0, 59680, 2
0, 59600, 30
0, 59682, 2
0, 59630, 30
0, 59684, 2
0, 59786, 18
0, 59686, 32
0, 59804, 2
0, 59718, 34
0, 59806, 2
0, 59752, 26
0, 59808, 2
0, 59778, 8
0, 59896, 18
0, 59810, 10
0, 59914, 2
0, 59820, 26
0, 59916, 2
0, 59846, 28
0, 59918, 2
0, 59874, 22
0, 59920, 2
0, 60022, 18
0, 59922, 28
0, 60040, 2
0, 59950, 32
0, 60042, 2
0, 59982, 32
0, 60044, 2
0, 60014, 8
0, 60148, 18
0, 60046, 10
0, 60166, 2
0, 60056, 68
0, 60168, 2
0, 60124, 22
0, 60170, 2
0, 60146, 2
0, 60172, 2
0, 60256, 20
0, 60174, 20
0, 60276, 2
0, 60194, 12
0, 60278, 2
0, 60206, 50
0, 60280, 2
0, 60342, 18
0, 60282, 16
0, 60360, 2
0, 60298, 26
0, 60362, 2
0, 60324, 18
0, 60364, 2
0, 60404, 18
0, 60366, 14
0, 60422, 2
0, 60380, 12
0, 60424, 2
0, 60392, 12
0, 60426, 2
0, 60494, 18
0, 60428, 12
0, 60512, 2
0, 60440, 6
0, 60514, 2
0, 60446, 28
0, 60516, 2
0, 60474, 20
0, 60648, 18
0, 60518, 48
0, 60666, 2
0, 60566, 32
0, 60668, 2
0, 60598, 44
0, 60670, 2
0, 60642, 6
0, 60736, 18
0, 60672, 8
0, 60754, 2
0, 60680, 18
0, 60756, 2
0, 60698, 28
0, 60758, 2
0, 60726, 10
0, 60760, 2
0, 60822, 18
0, 60762, 14
0, 60840, 2
0, 60776, 30
0, 60842, 2
0, 60806, 16
0, 60844, 2
0, 60918, 20
0, 60846, 22
0, 60938, 2
0, 60868, 14
0, 60940, 2
0, 60882, 12
0, 60942, 2
0, 60894, 24
0, 61016, 18
0, 60944, 16
0, 61034, 2
0, 60960, 32
0, 61036, 2
0, 60992, 24
0, 61038, 4
