, 4092, 10
0, 79282, 2
0, 79244, 14
0, 79284, 2
0, 79258, 6
0, 79286, 2
0, 79322, 18
0, 79288, 2
0, 79340, 2
0, 79290, 10
0, 79342, 2
0, 79300, 14
0, 79344, 2
0, 79314, 8
0, 79346, 2
0, 79382, 18
0, 79348, 10
0, 79400, 2
0, 79358, 16
0, 79402, 2
0, 79374, 8
0, 79404, 2
0, 79436, 18
0, 79406, 16
0, 79454, 2
0, 79422, 10
0, 79456, 2
0, 79432, 4
0, 79488, 18
0, 79458, 12
0, 79506, 2
0, 79470, 14
0, 79508, 2
0, 79484, 4
0, 79540, 18
0, 79510, 10
0, 79558, 2
0, 79520, 10
0, 79560, 2
0, 79530, 10
0, 79562, 2
0, 79614, 18
0, 79564, 2
0, 79632, 2
0, 79566, 14
0, 79634, 2
0, 79580, 24
0, 79636, 2
0, 79604, 10
0, 79728, 18
0, 79638, 10
0, 79746, 2
0, 79648, 18
0, 79748, 2
0, 79666, 16
0, 79750, 2
0, 79682, 46
0, 79752, 2
0, 79806, 18
0, 79754, 22
0, 79824, 2
0, 79776, 20
0, 79826, 2
0, 79796, 10
0, 79828, 2
0, 79862, 18
0, 79830, 2
0, 79880, 2
0, 79832, 16
0, 79882, 2
0, 79848, 10
0, 79884, 2
0, 79858, 4
0, 79886, 2
0, 79920, 18
0, 79888, 8
0, 79938, 2
0, 79896, 16
0, 79940, 2
0, 79912, 8
0, 79942, 4
0, 79976, 18
0, 79946, 8
0, 79994, 2
0, 79954, 14
0, 79996, 2
0, 79968, 8
0, 79998, 2
0, 80030, 20
0, 80000, 16
0, 80050, 2
0, 80016, 12
0, 80052, 2
0, 80028, 2
0, 80084, 18
0, 80054, 4
0, 80102, 2
0, 80058, 14
0, 80104, 2
0, 80072, 10
0, 80106, 2
0, 80082, 2
0, 80108, 2
0, 80138, 18
0, 80110, 10
0, 80156, 2
0, 80120, 12
0, 80158, 2
0, 80132, 6
0, 80160, 2
0, 80186, 18
0, 80162, 2
0, 80204, 2
0, 80164, 14
0, 80206, 2
0, 80178, 8
0, 80208, 2
0, 80274, 18
0, 80210, 6
0, 80292, 2
0, 80216, 36
0, 80294, 2
0, 80252, 22
0, 80296, 2
0, 80316, 18
0, 80298, 4
0, 80334, 2
0, 80302, 10
0, 80336, 2
0, 80312, 4
0, 80338, 4
0, 80358, 18
0, 80342, 10
0, 80376, 2
0, 80352, 6
0, 80378, 4
0, 80398, 18
0, 80382, 10
0, 80416, 2
0, 80392, 6
0, 80418, 2
0, 80446, 18
0, 80420, 12
0, 80464, 2
0, 80432, 8
0, 80466, 2
0, 80440, 6
0, 80468, 2
0, 80486, 18
0, 80470, 12
0, 80504, 2
0, 80482, 4
0, 80506, 4
0, 80528, 18
0, 80510, 4
0, 80546, 2
0, 80514, 14
0, 80548, 4
0, 80560, 18
0, 80552, 6
0, 80578, 2
0, 80558, 2
0, 80580, 4
0, 80588, 18
0, 80584, 2
0, 80606, 2
0, 80586, 2
0, 80608, 4
0, 80620, 18
0, 80612, 2
0, 80638, 2
0, 80614, 6
0, 80640, 6
0, 80654, 18
0, 80646, 8
0, 80672, 6
0, 80684, 18
0, 80678, 4
0, 80702, 2
0, 80682, 2
0, 80704, 4
0, 80786, 18
0, 80708, 2
0, 80804, 2
0, 80710, 30
0, 80806, 2
0, 80740, 24
0, 80808, 2
0, 80764, 22
0, 80832, 18
0, 80810, 8
0, 80850, 2
0, 80818, 12
0, 80852, 2
0, 80830, 2
0, 80854, 2
0, 80924, 18
0, 80856, 2
0, 80942, 2
0, 80858, 16
0, 80944, 2
0, 80874, 38
0, 80946, 2
0, 80912, 12
0, 80990, 18
0, 80948, 18
0, 81008, 2
0, 80966, 14
0, 81010, 2
0, 80980, 10
0, 81064, 18
0, 81012, 12
0, 81082, 2
0, 81024, 16
0, 81084, 2
0, 81040, 24
0, 81086, 2
0, 81108, 18
0, 81088, 6
0, 81126, 2
0, 81094, 8
0, 81128, 2
0, 81102, 6
0, 81130, 2
0, 81152, 18
0, 81132, 8
0, 81170, 2
0, 81140, 10
0, 81172, 2
0, 81150, 2
0, 81198, 18
0, 81174, 10
0, 81216, 2
0, 81184, 10
0, 81218, 2
0, 81194, 4
0, 81220, 2
0, 81268, 18
0, 81222, 6
0, 81286, 2
0, 81228, 22
0, 81288, 2
0, 81250, 18
0, 81290, 2
0, 81310, 18
0, 81292, 10
0, 81328, 2
0, 81302, 6
0, 81330, 2
0, 81308, 2
0, 81332, 2
0, 81370, 18
0, 81334, 4
0, 81388, 2
0, 81338, 8
0, 81390, 2
0, 81346, 6
0, 81392, 2
0, 81352, 18
0, 81394, 2
0, 81420, 18
0, 81396, 6
0, 81438, 2
0, 81402, 12
0, 81440, 2
0, 81414, 6
0, 81442, 2
0, 81518, 18
0, 81444, 4
0, 81536, 2
0, 81448, 42
0, 81538, 2
0, 81490, 28
0, 81540, 2
0, 81566, 18
0, 81542, 6
0, 81584, 2
0, 81548, 12
0, 81586, 2
0, 81560, 6
0, 81588, 2
0, 81666, 18
0, 81590, 30
0, 81684, 2
0, 81620, 24
0, 81686, 2
0, 81644, 22
0, 81688, 2
0, 81754, 18
0, 81690, 18
0, 81772, 2
0, 81708, 16
0, 81774, 2
0, 81724, 12
0, 81776, 2
0, 81736, 18
0, 81806, 18
0, 81778, 2
0, 81824, 2
0, 81780, 18
0, 81826, 2
0, 81798, 8
0, 81828, 2
0, 81948, 18
0, 81830, 4
0, 81966, 2
0, 81834, 70
0, 81968, 2
0, 81904, 40
0, 81970, 2
0, 81944, 4
0, 82028, 18
0, 81972, 14
0, 82046, 2
0, 81986, 20
0, 82048, 2
0, 82006, 16
0, 82050, 2
0, 82022, 6
0, 82086, 18
0, 82052, 8
0, 82104, 2
0, 82060, 14
0, 82106, 2
0, 82074, 12
0, 82108, 4
0, 82132, 18
0, 82112, 6
0, 82150, 2
0, 82118, 10
0, 82152, 2
0, 82128, 4
0, 82154, 6
0, 82186, 20
0, 82160, 14
0, 82206, 2
0, 82174, 12
0, 82208, 2
0, 82216, 18
0, 82210, 6
0, 82234, 4
0, 82240, 18
0, 82238, 2
0, 82258, 4
0, 82264, 18
0, 82262, 2
0, 82282, 6
0, 82290, 18
0, 82288, 2
0, 82308, 6
0, 82324, 18
0, 82314, 2
0, 82342, 2
0, 82316, 6
0, 82344, 2
0, 82322, 2
0, 82346, 2
0, 82452, 18
0, 82348, 54
0, 82470, 2
0, 82402, 24
0, 82472, 2
0, 82426, 26
0, 82474, 2
0, 82542, 18
0, 82476, 6
0, 82560, 2
0, 82482, 24
0, 82562, 2
0, 82506, 24
0, 82564, 2
0, 82530, 12
0, 82566, 2
0, 82634, 18
0, 82568, 8
0, 82652, 2
0, 82576, 12
0, 82654, 2
0, 82588, 16
0, 82656, 2
0, 82604, 30
0, 82684, 18
0, 82658, 10
0, 82702, 2
0, 82668, 8
0, 82704, 2
0, 82676, 8
0, 82706, 2
0, 82728, 18
0, 82708, 8
0, 82746, 2
0, 82716, 8
0, 82748, 2
0, 82724, 4
0, 82750, 2
0, 82778, 18
0, 82752, 8
0, 82796, 2
0, 82760, 8
0, 82798, 2
0, 82768, 10
0, 82800, 2
0, 82822, 18
0, 82802, 2
0, 82840, 2
0, 82804, 12
0, 82842, 2
0, 82816, 6
0, 82844, 2
0, 82872, 18
0, 82846, 14
0, 82890, 2
0, 82860, 8
0, 82892, 2
0, 82868, 4
0, 82894, 2
0, 82916, 20
0, 82896, 10
0, 82936, 2
0, 82906, 8
0, 82938, 2
0, 82914, 2
0, 82964, 18
0, 82940, 10
0, 82982, 2
0, 82950, 10
0, 82984, 2
0, 82960, 4
0, 82986, 2
0, 83012, 18
0, 82988, 8
0, 83030, 2
0, 82996, 8
0, 83032, 2
0, 83004, 8
0, 83034, 2
0, 83038, 18
0, 83036, 2
0, 83056, 6
0, 83176, 18
0, 83062, 4
0, 83194, 2
0, 83066, 2
0, 83196, 2
0, 83068, 64
0, 83198, 2
0, 83132, 36
0, 83200, 2
0, 83168, 8
0, 83378, 18
0, 83202, 24
0, 83396, 2
0, 83226, 70
0, 83398, 2
0, 83296, 48
0, 83400, 2
0, 83344, 34
0, 83402, 2
0, 83488, 20
0, 83404, 48
0, 83508, 2
0, 83452, 28
0, 83510, 2
0, 83480, 8
0, 83552, 18
0, 83512, 12
0, 83570, 2
0, 83524, 20
0, 83572, 2
0, 83544, 8
0, 83574, 2
0, 83610, 18
0, 83576, 6
0, 83628, 2
0, 83582, 12
0, 83630, 2
0, 83594, 8
0, 83632, 2
0, 83602, 8
0, 83634, 2
0, 83646, 18
0, 83636, 6
0, 83664, 2
0, 83642, 4
0, 83666, 4
0, 83680, 18
0, 83670, 2
0, 83698, 2
0, 83672, 8
0, 83700, 4
0, 83716, 18
0, 83704, 2
0, 83734, 2
0, 83706, 10
0, 83736, 6
0, 83752, 20
0, 83742, 10
0, 83772, 6
0, 83788, 18
0, 83778, 2
0, 83806, 2
0, 83780, 8
0, 83808, 4
0, 83824, 18
0, 83812, 2
0, 83842, 2
0, 83814, 10
0, 83844, 6
0, 83860, 18
0, 83850, 4
0, 83878, 2
0, 83854, 6
0, 83880, 4
0, 83892, 18
0, 83884, 6
0, 83910, 2
0, 83890, 2
0, 83912, 4
0, 83962, 18
0, 83916, 46
0, 83980, 28
0, 84044, 20
0, 84008, 4
0, 84064, 4
0, 84012, 32
0, 84068, 2
0, 84130, 18
0, 84070, 16
0, 84148, 2
0, 84086, 22
0, 84150, 2
0, 84108, 20
0, 84152, 2
0, 84128, 2
0, 84206, 18
0, 84154, 22
0, 84224, 2
0, 84176, 16
0, 84226, 2
0, 84192, 14
0, 84228, 2
0, 84272, 18
0, 84230, 4
0, 84290, 2
0, 84234, 18
0, 84292, 2
0, 84252, 16
0, 84294, 2
0, 84268, 4
0, 84296, 2
0, 84370, 20
0, 84298, 46
0, 84390, 2
0, 84344, 14
0, 84392, 2
0, 84358, 12
0, 84394, 2
0, 84440, 18
0, 84396, 12
0, 84458, 2
0, 84408, 12
0, 84460, 2
0, 84420, 14
0, 84462, 2
0, 84434, 6
0, 84516, 18
0, 84464, 10
0, 84534, 2
0, 84474, 10
0, 84536, 2
0, 84484, 28
0, 84538, 2
0, 84512, 4
0, 84582, 18
0, 84540, 6
0, 84600, 2
0, 84546, 18
0, 84602, 2
0, 84564, 16
0, 84604, 2
0, 84580, 2
0, 84664, 18
0, 84606, 6
0, 84682, 2
0, 84612, 14
0, 84684, 2
0, 84626, 26
0, 84686, 2
0, 84652, 12
0, 84688, 2
0, 84734, 18
0, 84690, 12
0, 84752, 2
0, 84702, 16
0, 84754, 2
0, 84718, 16
0, 84756, 2
0, 84802, 18
0, 84758, 12
0, 84820, 2
0, 84770, 14
0, 84822, 2
0, 84784, 16
0, 84824, 2
0, 84800, 2
0, 84894, 18
0, 84826, 12
0, 84912, 2
0, 84838, 14
0, 84914, 2
0, 84852, 30
0, 84916, 2
0, 84882, 12
0, 84962, 18
0, 84918, 12
0, 84980, 2
0, 84930, 12
0, 84982, 2
0, 84942, 20
0, 84984, 2
0, 85028, 18
0, 84986, 8
0, 85046, 2
0, 84994, 18
0, 85048, 2
0, 85012, 16
0, 85050, 2
0, 85096, 18
0, 85052, 16
0, 85114, 2
0, 85068, 16
0, 85116, 2
0, 85084, 12
0, 85118, 2
0, 85192, 18
0, 85120, 10
0, 85210, 2
0, 85130, 20
0, 85212, 2
0, 85150, 40
0, 85214, 2
0, 85190, 2
0, 85216, 2
0, 85272, 18
0, 85218, 4
0, 85290, 2
0, 85222, 18
0, 85292, 2
0, 85240, 18
0, 85294, 2
0, 85258, 14
0, 85368, 18
0, 85296, 8
0, 85386, 2
0, 85304, 26
0, 85388, 2
0, 85330, 24
0, 85390, 2
0, 85354, 14
0, 85392, 2
0, 85480, 18
0, 85394, 10
0, 85498, 2
0, 85404, 30
0, 85500, 2
0, 85434, 24
0, 85502, 2
0, 85458, 22
0, 85504, 2
0, 85580, 18
0, 85506, 28
0, 85598, 2
0, 85534, 20
0, 85600, 2
0, 85554, 20
0, 85602, 2
0, 85574, 6
0, 85694, 18
0, 85604, 8
0, 85712, 2
0, 85612, 40
0, 85714, 2
0, 85652, 28
0, 85716, 2
0, 85680, 14
0, 85718, 2
0, 85818, 20
0, 85720, 28
0, 85838, 2
0, 85748, 30
0, 85840, 2
0, 85778, 40
0, 85842, 2
0, 85888, 18
0, 85844, 18
0, 85906, 2
0, 85862, 18
0, 85908, 2
0, 85880, 8
0, 85910, 2
0, 85950, 18
0, 85912, 16
0, 85968, 2
0, 85928, 18
0, 85970, 2
0, 85946, 4
0, 85972, 2
0, 86006, 18
0, 85974, 12
0, 86024, 2
0, 85986, 12
0, 86026, 2
0, 85998, 8
0, 86028, 2
0, 86052, 18
0, 86030, 4
0, 86070, 2
0, 86034, 10
0, 86072, 2
0, 86044, 8
0, 86074, 2
0, 86126, 18
0, 86076, 6
0, 86144, 2
0, 86082, 36
0, 86146, 2
0, 86118, 8
0, 86148, 26
0, 86192, 18
0, 86174, 2
0, 86210, 2
0, 86176, 2
0, 86212, 2
0, 86178, 2
0, 86214, 2
0, 86180, 12
0, 86216, 20
0, 86242, 18
0, 86236, 4
0, 86260, 2
0, 86240, 2
0, 86262, 4
0, 86310, 18
0, 86266, 24
0, 86328, 2
0, 86290, 12
0, 86330, 2
0, 86302, 8
0, 86350, 18
0, 86332, 4
0, 86368, 2
0, 86336, 2
0, 86370, 2
0, 86338, 12
0, 86372, 20
0, 86406, 18
0, 86392, 4
0, 86424, 2
0, 86396, 2
0, 86426, 2
0, 86398, 2
0, 86428, 2
0, 86400, 6
0, 86438, 18
0, 86430, 2
0, 86456, 2
0, 86432, 6
0, 86458, 4
0, 86468, 18
0, 86462, 4
0, 86486, 2
0, 86466, 2
0, 86488, 4
0, 86498, 18
0, 86492, 6
0, 86516, 6
0, 86558, 18
0, 86522, 2
0, 86576, 2
0, 86524, 6
0, 86578, 2
0, 86530, 4
0, 86580, 2
0, 86534, 24
0, 86582, 2
0, 86628, 18
0, 86584, 12
0, 86646, 2
0, 86596, 16
0, 86648, 2
0, 86612, 16
0, 86650, 2
0, 86692, 18
0, 86652, 2
0, 86710, 2
0, 86654, 14
0, 86712, 2
0, 86668, 20
0, 86714, 2
0, 86688, 4
0, 86758, 18
0, 86716, 12
0, 86776, 2
0, 86728, 14
0, 86778, 2
0, 86742, 14
0, 86780, 2
0, 86756, 2
0, 86822, 18
0, 86782, 8
0, 86840, 2
0, 86790, 18
0, 86842, 2
0, 86808, 12
0, 86844, 2
0, 86820, 2
0, 86846, 2
0, 86892, 18
0, 86848, 4
0, 86910, 2
0, 86852, 22
0, 86912, 2
0, 86874, 14
0, 86914, 2
0, 86888, 4
0, 86960, 18
0, 86916, 2
0, 86978, 2
0, 86918, 16
0, 86980, 2
0, 86934, 20
0, 86982, 2
0, 86954, 6
0, 86984, 2
0, 87038, 18
0, 86986, 2
0, 87056, 2
0, 86988, 14
0, 87058, 2
0, 87002, 12
0, 87060, 2
0, 87014, 24
0, 87062, 2
0, 87096, 18
0, 87064, 6
0, 87114, 2
0, 87070, 14
0, 87116, 2
0, 87084, 12
0, 87118, 2
0, 87298, 18
0, 87120, 12
0, 87316, 2
0, 87132, 68
0, 87318, 2
0, 87200, 86
0, 87320, 2
0, 87286, 12
0, 87352, 18
0, 87322, 2
0, 87370, 2
0, 87324, 18
0, 87372, 2
0, 87342, 10
0, 87374, 2
0, 87402, 18
0, 87376, 10
0, 87420, 2
0, 87386, 8
0, 87422, 2
0, 87394, 8
0, 87424, 2
0, 87446, 18
0, 87426, 8
0, 87464, 2
0, 87434, 12
0, 87466, 4
0, 87488, 18
0, 87470, 10
0, 87506, 2
0, 87480, 8
0, 87508, 2
0, 87528, 18
0, 87510, 6
0, 87546, 2
0, 87516, 8
0, 87548, 2
0, 87524, 4
0, 87550, 2
0, 87572, 18
0, 87552, 6
0, 87590, 2
0, 87558, 10
0, 87592, 2
0, 87568, 4
0, 87594, 4
0, 87636, 18
0, 87598, 2
0, 87654, 2
0, 87600, 8
0, 87656, 2
0, 87608, 8
0, 87658, 2
0, 87616, 20
0, 87660, 2
0, 87694, 18
0, 87662, 12
0, 87712, 2
0, 87674, 14
0, 87714, 2
0, 87688, 6
0, 87744, 18
0, 87716, 10
0, 87762, 2
0, 87726, 14
0, 87764, 2
0, 87740, 4
0, 87766, 4
0, 87796, 18
0, 87770, 6
0, 87814, 2
0, 87776, 14
0, 87816, 2
0, 87790, 6
0, 87818, 2
0, 87848, 18
0, 87820, 2
0, 87866, 2
0, 87822, 12
0, 87868, 2
0, 87834, 14
0, 87870, 2
0, 87926, 18
0, 87872, 6
0, 87944, 2
0, 87878, 12
0, 87946, 2
0, 87890, 26
0, 87948, 2
0, 87916, 10
0, 87950, 2
0, 88000, 18
0, 87952, 6
0, 88018, 2
0, 87958, 20
0, 88020, 2
0, 87978, 16
0, 88022, 2
0, 87994, 6
0, 88078, 18
0, 88024, 12
0, 88096, 2
0, 88036, 18
0, 88098, 2
0, 88054, 16
0, 88100, 2
0, 88070, 8
0, 88120, 18
0, 88102, 8
0, 88138, 2
0, 88110, 10
0, 88140, 4
0, 88160, 18
0, 88144, 8
0, 88178, 2
0, 88152, 8
0, 88180, 2
0, 88242, 18
0, 88182, 6
0, 88260, 2
0, 88188, 22
0, 88262, 2
0, 88210, 28
0, 88264, 2
0, 88238, 4
0, 88304, 18
0, 88266, 16
0, 88322, 2
0, 88282, 10
0, 88324, 2
0, 88292, 12
0, 88326, 2
0, 88358, 18
0, 88328, 8
0, 88376, 2
0, 88336, 12
0, 88378, 2
0, 88348, 10
0, 88380, 2
0, 88422, 18
0, 88382, 6
0, 88440, 2
0, 88388, 14
0, 88442, 2
0, 88402, 14
0, 88444, 2
0, 88416, 6
0, 88446, 2
0, 88478, 18
0, 88448, 6
0, 88496, 2
0, 88454, 10
0, 88498, 2
0, 88464, 14
0, 88500, 2
0, 88558, 18
0, 88502, 6
0, 88576, 2
0, 88508, 14
0, 88578, 2
0, 88522, 10
0, 88580, 2
0, 88532, 26
0, 88612, 18
0, 88582, 14
0, 88630, 2
0, 88596, 12
0, 88632, 2
0, 88608, 4
0, 88634, 2
0, 88664, 18
0, 88636, 10
0, 88682, 2
0, 88646, 12
0, 88684, 2
0, 88658, 6
0, 88686, 2
0, 88710, 18
0, 88688, 2
0, 88728, 2
0, 88690, 14
0, 88730, 2
0, 88704, 6
0, 88732, 2
0, 88756, 18
0, 88734, 2
0, 88774, 2
0, 88736, 10
0, 88776, 2
0, 88746, 10
0, 88778, 2
0, 88800, 18
0, 88780, 10
0, 88818, 2
0, 88790, 10
0, 88820, 2
0, 88854, 18
0, 88822, 4
0, 88872, 2
0, 88826, 8
0, 88874, 2
0, 88834, 18
0, 88876, 2
0, 88852, 2
0, 88878, 2
0, 88912, 18
0, 88880, 4
0, 88930, 2
0, 88884, 14
0, 88932, 2
0, 88898, 14
0, 88934, 2
0, 88964, 18
0, 88936, 6
0, 88982, 2
0, 88942, 14
0, 88984, 2
0, 88956, 8
0, 88986, 2
0, 89032, 18
0, 88988, 6
0, 89050, 2
0, 88994, 16
0, 89052, 2
0, 89010, 8
0, 89054, 2
0, 89018, 10
0, 89056, 2
0, 89028, 4
0, 89110, 18
0, 89058, 8
0, 89128, 2
0, 89066, 16
0, 89130, 2
0, 89082, 16
0, 89132, 2
0, 89098, 12
0, 89134, 2
0, 89186, 18
0, 89136, 16
0, 89204, 2
0, 89152, 24
0, 89206, 2
0, 89176, 10
0, 89208, 2
0, 89262, 18
0, 89210, 16
0, 89280, 2
0, 89226, 18
0, 89282, 2
0, 89244, 18
0, 89284, 2
0, 89336, 18
0, 89286, 18
0, 89354, 2
0, 89304, 16
0, 89356, 2
0, 89320, 16
0, 89358, 2
0, 89376, 18
0, 89360, 10
0, 89394, 2
0, 89370, 6
0, 89396, 4
0, 89410, 18
0, 89400, 6
0, 89428, 2
0, 89406, 4
0, 89430, 4
0, 89446, 18
0, 89434, 2
0, 89464, 2
0, 89436, 8
0, 89466, 2
0, 89444, 2
0, 89468, 2
0, 89482, 18
0, 89470, 6
0, 89500, 2
0, 89476, 6
0, 89502, 4
0, 89546, 18
0, 89506, 8
0, 89564, 2
0, 89514, 6
0, 89566, 2
0, 89520, 6
0, 89568, 2
0, 89526, 20
0, 89570, 2
0, 89612, 18
0, 89572, 8
0, 89630, 2
0, 89580, 18
0, 89632, 2
0, 89598, 14
0, 89634, 2
0, 89672, 18
0, 89636, 18
0, 89690, 2
0, 89654, 10
0, 89692, 2
0, 89664, 8
0, 89694, 2
0, 89734, 18
0, 89696, 14
0, 89752, 2
0, 89710, 14
0, 89754, 2
0, 89724, 10
0, 89756, 2
0, 89796, 18
0, 89758, 8
0, 89814, 2
0, 89766, 14
0, 89816, 2
0, 89780, 16
0, 89818, 2
0, 89866, 18
0, 89820, 12
0, 89884, 2
0, 89832, 14
0, 89886, 2
0, 89846, 18
0, 89888, 2
0, 89864, 2
0, 89932, 18
0, 89890, 14
0, 89950, 2
0, 89904, 14
0, 89952, 2
0, 89918, 14
0, 89954, 2
0, 89994, 18
0, 89956, 8
0, 90012, 2
0, 89964, 16
0, 90014, 2
0, 89980, 14
0, 90016, 4
0, 90056, 18
0, 90020, 6
0, 90074, 2
0, 90026, 14
0, 90076, 2
0, 90040, 14
0, 90078, 2
0, 90054, 2
0, 90080, 2
0, 90114, 18
0, 90082, 16
0, 90132, 2
0, 90098, 12
0, 90134, 2
0, 90110, 4
0, 90210, 18
0, 90136, 26
0, 90228, 2
0, 90162, 22
0, 90230, 2
0, 90184, 22
0, 90232, 2
0, 90206, 4
0, 90298, 18
0, 90234, 22
0, 90316, 2
0, 90256, 20
0, 90318, 2
0, 90276, 20
0, 90320, 2
0, 90296, 2
0, 90380, 18
0, 90322, 14
0, 90398, 2
0, 90336, 20
0, 90400, 2
0, 90356, 20
0, 90402, 2
0, 90376, 4
0, 90470, 18
0, 90404, 8
0, 90488, 2
0, 90412, 20
0, 90490, 2
0, 90432, 18
0, 90492, 2
0, 90450, 18
0, 90494, 2
0, 90468, 2
0, 90724, 18
0, 90496, 60
0, 90742, 2
0, 90556, 94
0, 90744, 2
0, 90650, 70
0, 90746, 2
0, 90720, 4
0, 90792, 18
0, 90748, 10
0, 90810, 2
0, 90758, 18
0, 90812, 2
0, 90776, 14
0, 90814, 2
0, 90790, 2
0, 90838, 18
0, 90816, 4
0, 90856, 2
0, 90820, 12
0, 90858, 2
0, 90832, 6
0, 90860, 2
0, 90928, 18
0, 90862, 6
0, 90946, 2
0, 90868, 12
0, 90948, 2
0, 90880, 24
0, 90950, 2
0, 90904, 24
0, 91004, 18
0, 90952, 18
0, 91022, 2
0, 90970, 22
0, 91024, 2
0, 90992, 12
0, 91026, 2
0, 91092, 18
0, 91028, 4
0, 91110, 2
0, 91032, 12
0, 91112, 2
0, 91044, 10
0, 91114, 2
0, 91054, 38
0, 91116, 2
0, 91168, 20
0, 91118, 22
0, 91188, 2
0, 91140, 20
0, 91190, 2
0, 91160, 8
0, 91192, 2
0, 91234, 20
0, 91194, 20
0, 91254, 2
0, 91214, 16
0, 91256, 2
0, 91230, 4
0, 91258, 2
0, 91302, 18
0, 91260, 16
0, 91320, 2
0, 91276, 18
0, 91322, 2
0, 91294, 8
0, 91324, 2
0, 91382, 18
0, 91326, 16
0, 91400, 2
0, 91342, 30
0, 91402, 2
0, 91372, 10
0, 91404, 2
0, 91428, 18
0, 91406, 2
0, 91446, 2
0, 91408, 10
0, 91448, 2
0, 91418, 10
0, 91450, 2
0, 91476, 18
0, 91452, 2
0, 91494, 2
0, 91454, 12
0, 91496, 2
0, 91466, 10
0, 91498, 4
0, 91568, 18
0, 91502, 34
0, 91586, 2
0, 91536, 14
0, 91588, 2
0, 91550, 16
0, 91590, 2
0, 91566, 2
0, 91664, 18
0, 91592, 8
0, 91682, 2
0, 91600, 14
0, 91684, 2
0, 91614, 42
0, 91686, 2
0, 91656, 8
0, 91752, 18
0, 91688, 2
0, 91770, 2
0, 91690, 20
0, 91772, 2
0, 91710, 22
0, 91774, 2
0, 91732, 20
0, 91776, 2
0, 91852, 18
0, 91778, 16
0, 91870, 2
0, 91794, 26
0, 91872, 2
0, 91820, 26
0, 91874, 2
0, 91846, 6
0, 91932, 18
0, 91876, 10
0, 91950, 2
0, 91886, 20
0, 91952, 2
0, 91906, 20
0, 91954, 2
0, 91926, 6
0, 91956, 6
0, 92008, 16
0, 91962, 2
0, 92024, 2
0, 91964, 20
0, 92026, 2
0, 91984, 16
0, 92028, 2
0, 92000, 8
0, 92030, 2
0, 92098, 18
0, 92032, 8
0, 92116, 2
0, 92040, 10
0, 92118, 2
0, 92050, 48
0, 92120, 2
0, 92262, 18
0, 92122, 8
0, 92280, 2
0, 92130, 44
0, 92282, 2
0, 92174, 32
0, 92284, 2
0, 92206, 54
0, 92286, 2
0, 92260, 2
0, 92382, 18
0, 92288, 10
0, 92400, 2
0, 92298, 32
0, 92402, 2
0, 92330, 26
0, 92404, 2
0, 92356, 26
0, 92406, 2
0, 92504, 18
0, 92408, 28
0, 92522, 2
0, 92436, 26
0, 92524, 2
0, 92462, 30
0, 92526, 2
0, 92492, 12
0, 92620, 18
0, 92528, 28
0, 92638, 2
0, 92556, 24
0, 92640, 2
0, 92580, 32
0, 92642, 2
0, 92612, 8
0, 92736, 18
0, 92644, 4
0, 92754, 2
0, 92648, 26
0, 92756, 2
0, 92674, 30
0, 92758, 2
0, 92704, 30
0, 92760, 2
0, 92734, 2
0, 92858, 18
0, 92762, 20
0, 92876, 2
0, 92782, 26
0, 92878, 2
0, 92808, 32
0, 92880, 2
0, 92840, 18
0, 92998, 18
0, 92882, 10
0, 93016, 2
0, 92892, 56
0, 93018, 2
0, 92948, 28
0, 93020, 2
0, 92976, 22
0, 93022, 2
0, 93118, 18
0, 93024, 8
0, 93136, 2
0, 93032, 28
0, 93138, 2
0, 93060, 28
0, 93140, 2
0, 93088, 30
0, 93142, 2
0, 93236, 18
0, 93144, 10
0, 93254, 2
0, 93154, 28
0, 93256, 2
0, 93182, 30
0, 93258, 2
0, 93212, 24
0, 93260, 2
0, 93360, 18
0, 93262, 10
0, 93378, 2
0, 93272, 30
0, 93380, 2
0, 93302, 36
0, 93382, 2
0, 93338, 22
0, 93384, 2
0, 93474, 18
0, 93386, 20
0, 93492, 2
0, 93406, 28
0, 93494, 2
0, 93434, 32
0, 93496, 2
0, 93466, 8
0, 93604, 18
0, 93498, 24
0, 93622, 2
0, 93522, 32
0, 93624, 2
0, 93554, 28
0, 93626, 2
0, 93582, 22
0, 93720, 18
0, 93628, 14
0, 93738, 2
0, 93642, 28
0, 93740, 2
0, 93670, 28
0, 93742, 2
0, 93698, 22
0, 93744, 2
0, 93838, 18
0, 93746, 8
0, 93856, 2
0, 93754, 30
0, 93858, 2
0, 93784, 28
0, 93860, 2
0, 93812, 26
0, 93862, 2
0, 93958, 18
0, 93864, 12
0, 93976, 2
0, 93876, 28
0, 93978, 2
0, 93904, 28
0, 93980, 2
0, 93932, 26
0, 93982, 2
0, 94086, 18
0, 93984, 30
0, 94104, 2
0, 94014, 38
0, 94106, 2
0, 94052, 26
0, 94108, 2
0, 94078, 8
0, 94224, 18
0, 94110, 14
0, 94242, 2
0, 94124, 26
0, 94244, 2
0, 94150, 38
0, 94246, 2
0, 94188, 36
0, 94248, 2
0, 94338, 18
0, 94250, 4
0, 94356, 2
0, 94254, 30
0, 94358, 2
0, 94284, 28
0, 94360, 2
0, 94312, 26
0, 94362, 2
0, 94480, 18
0, 94364, 10
0, 94498, 2
0, 94374, 34
0, 94500, 2
0, 94408, 50
0, 94502, 2
0, 94458, 22
0, 94504, 2
0, 94578, 18
0, 94506, 2
